Date,Price,Open,High,Low,Vol,Change,200EMA,20EMA
2020.07.03,1.1248,1.1239,1.1254,1.1219,117330,0.09,1.1073,1.1222
2020.07.02,1.1238,1.1252,1.1303,1.1222,109990,-0.11,1.1071,1.122
2020.07.01,1.125,1.1233,1.1276,1.1185,98490,0.17,1.107,1.1218
2020.06.30,1.1231,1.1242,1.1263,1.1191,125660,-0.08,1.1068,1.1214
2020.06.29,1.124,1.1227,1.1289,1.1216,120440,0.21,1.1066,1.1213
2020.06.26,1.1217,1.1218,1.1241,1.1194,117840,0,1.1065,1.121
2020.06.25,1.1217,1.1251,1.1261,1.119,130050,-0.29,1.1063,1.1209
2020.06.24,1.125,1.1308,1.1327,1.1248,121540,-0.5,1.1062,1.1208
2020.06.23,1.1306,1.1259,1.135,1.1233,131870,0.43,1.106,1.1204
2020.06.22,1.1258,1.1185,1.1271,1.1168,109670,0.74,1.1057,1.1193
2020.06.19,1.1175,1.1205,1.1255,1.1168,122260,-0.24,1.1055,1.1186
2020.06.18,1.1202,1.1244,1.1264,1.1185,125420,-0.36,1.1054,1.1187
2020.06.17,1.1243,1.1264,1.1295,1.1207,137110,-0.18,1.1052,1.1186
2020.06.16,1.1263,1.1325,1.1353,1.1228,120590,-0.52,1.1051,1.118
2020.06.15,1.1322,1.1245,1.1334,1.1226,127450,0.6,1.1048,1.1171
2020.06.12,1.1254,1.1299,1.1341,1.1212,119100,-0.38,1.1046,1.1155
2020.06.11,1.1297,1.1373,1.1404,1.1287,144070,-0.63,1.1044,1.1145
2020.06.10,1.1369,1.134,1.1423,1.1322,120980,0.26,1.1041,1.1129
2020.06.09,1.134,1.1297,1.1365,1.1241,119400,0.43,1.1038,1.1103
2020.06.08,1.1292,1.1289,1.1321,1.1267,92170,0.07,1.1035,1.1078
2020.06.05,1.1284,1.1337,1.1385,1.1278,118690,-0.46,1.1032,1.1056
2020.06.04,1.1336,1.1234,1.1363,1.1194,123940,0.93,1.103,1.1032
2020.06.03,1.1232,1.1172,1.1257,1.1166,136510,0.56,1.1026,1.1
2020.06.02,1.1169,1.1137,1.1197,1.1114,128720,0.31,1.1024,1.0976
2020.06.01,1.1134,1.1097,1.1155,1.1095,103970,0.32,1.1023,1.0955
2020.05.29,1.1098,1.1078,1.1146,1.107,119660,0.2,1.1022,1.0936
2020.05.28,1.1076,1.1005,1.1094,1.0991,121590,0.66,1.1021,1.0919
2020.05.27,1.1003,1.0983,1.1032,1.0934,123600,0.21,1.1021,1.0903
2020.05.26,1.098,1.0899,1.0997,1.0891,100330,0.74,1.1021,1.0892
2020.05.25,1.0899,1.0903,1.0915,1.087,65120,-0.01,1.1021,1.0883
2020.05.22,1.09,1.0949,1.0961,1.0885,118980,-0.45,1.1022,1.0881
2020.05.21,1.0949,1.0979,1.101,1.0936,109500,-0.26,1.1024,1.0879
2020.05.20,1.0977,1.0928,1.1,1.0918,118500,0.51,1.1024,1.0872
2020.05.19,1.0921,1.0913,1.0977,1.0901,112060,0.08,1.1025,1.0861
2020.05.18,1.0912,1.0816,1.0927,1.0799,90580,0.9,1.1026,1.0855
2020.05.15,1.0815,1.0805,1.0851,1.0789,98480,0.1,1.1027,1.0849
2020.05.14,1.0804,1.0819,1.0826,1.0775,115470,-0.11,1.1029,1.0852
2020.05.13,1.0816,1.0848,1.0897,1.0811,119990,-0.28,1.1031,1.0857
2020.05.12,1.0846,1.0807,1.0885,1.0784,125120,0.37,1.1034,1.0862
2020.05.11,1.0806,1.0838,1.0851,1.08,96780,-0.31,1.1035,1.0863
2020.05.08,1.084,1.0833,1.0876,1.0814,104970,0.07,1.1038,1.0869
2020.05.07,1.0832,1.0795,1.0835,1.0766,109250,0.35,1.104,1.0872
2020.05.06,1.0794,1.0836,1.0848,1.0782,106060,-0.41,1.1042,1.0877
2020.05.05,1.0838,1.0907,1.0927,1.0826,100330,-0.62,1.1044,1.0885
2020.05.04,1.0906,1.098,1.098,1.0895,87750,-0.7,1.1046,1.089
2020.05.01,1.0983,1.0956,1.1019,1.0934,91350,0.26,1.1048,1.0889
2020.04.30,1.0955,1.0872,1.0973,1.0833,122440,0.75,1.1048,1.0879
2020.04.29,1.0873,1.0819,1.0886,1.0818,131410,0.51,1.1049,1.0871
2020.04.28,1.0818,1.0829,1.089,1.081,132700,-0.09,1.1051,1.0871
2020.04.27,1.0828,1.0809,1.0862,1.0808,113190,0.07,1.1054,1.0876
2020.04.24,1.082,1.0778,1.0831,1.0726,119650,0.41,1.1056,1.0881
2020.04.23,1.0776,1.0824,1.0848,1.0755,121040,-0.43,1.1058,1.0888
2020.04.22,1.0822,1.0857,1.0886,1.0802,114980,-0.31,1.1061,1.0899
2020.04.21,1.0856,1.0862,1.0882,1.0816,121510,-0.06,1.1063,1.0908
2020.04.20,1.0862,1.0875,1.0898,1.0841,114310,-0.13,1.1065,1.0913
2020.04.17,1.0876,1.0835,1.0893,1.0812,129160,0.38,1.1068,1.0918
2020.04.16,1.0835,1.0911,1.0913,1.0817,128710,-0.66,1.1069,1.0923
2020.04.15,1.0907,1.098,1.0991,1.0856,111310,-0.66,1.1072,1.0932
2020.04.14,1.0979,1.0914,1.0988,1.0904,110470,0.6,1.1073,1.0935
2020.04.13,1.0913,1.0941,1.0969,1.0892,62170,-0.2,1.1074,1.093
2020.04.10,1.0935,1.093,1.0953,1.0919,62110,0.07,1.1076,1.0932
2020.04.09,1.0927,1.0857,1.0953,1.0841,116280,0.65,1.1077,1.0932
2020.04.08,1.0856,1.0891,1.0904,1.0829,128090,-0.3,1.1079,1.0932
2020.04.07,1.0889,1.0793,1.0926,1.0783,140120,0.91,1.1081,1.094
2020.04.06,1.0791,1.0813,1.0835,1.0768,115260,-0.16,1.1083,1.0945
2020.04.03,1.0808,1.0858,1.0865,1.0773,114660,-0.44,1.1086,1.0962
2020.04.02,1.0856,1.0964,1.097,1.082,131830,-0.97,1.1089,1.0978
2020.04.01,1.0962,1.1031,1.104,1.0903,127790,-0.61,1.1091,1.0991
2020.03.31,1.1029,1.1049,1.1056,1.0926,132030,-0.15,1.1092,1.0994
2020.03.30,1.1046,1.1136,1.1145,1.101,120260,-0.84,1.1093,1.099
2020.03.27,1.114,1.103,1.1148,1.0953,137100,1.02,1.1094,1.0984
2020.03.26,1.1028,1.0881,1.1059,1.0869,135710,1.36,1.1093,1.0968
2020.03.25,1.088,1.0789,1.0895,1.0761,141890,0.86,1.1094,1.0961
2020.03.24,1.0787,1.0726,1.0889,1.0722,140570,0.62,1.1096,1.097
2020.03.23,1.0721,1.0696,1.0828,1.0637,142130,0.25,1.1099,1.0989
2020.03.20,1.0694,1.0691,1.0832,1.0637,157420,0.04,1.1103,1.1017
2020.03.19,1.069,1.0915,1.0982,1.0654,154120,-2.04,1.1107,1.1051
2020.03.18,1.0913,1.0997,1.1046,1.0802,142400,-0.75,1.1111,1.109
2020.03.17,1.0996,1.1183,1.119,1.0955,135650,-1.65,1.1113,1.1108
2020.03.16,1.1181,1.1085,1.1237,1.1046,140340,0.68,1.1114,1.112
2020.03.13,1.1105,1.1185,1.1222,1.1054,150520,-0.7,1.1114,1.1113
2020.03.12,1.1183,1.1269,1.1334,1.1055,141450,-0.75,1.1114,1.1114
2020.03.11,1.1267,1.128,1.1367,1.1257,136100,-0.11,1.1113,1.1107
2020.03.10,1.1279,1.1446,1.1459,1.1274,130039,-1.47,1.1111,1.109
2020.03.09,1.1447,1.1292,1.1494,1.1284,140670,1.44,1.111,1.107
2020.03.06,1.1285,1.1238,1.1356,1.1212,120580,0.41,1.1106,1.1031
2020.03.05,1.1239,1.1136,1.1245,1.1119,95960,0.94,1.1105,1.1004
2020.03.04,1.1134,1.1172,1.1187,1.1094,99180,-0.33,1.1103,1.0979
2020.03.03,1.1171,1.1133,1.1214,1.1095,111380,0.35,1.1103,1.0963
2020.03.02,1.1132,1.1003,1.1186,1.1003,112460,0.97,1.1102,1.0941
2020.02.28,1.1025,1.1001,1.1054,1.095,103280,0.25,1.1102,1.0921
2020.02.27,1.0998,1.0881,1.1006,1.0878,96550,1.09,1.1103,1.091
2020.02.26,1.0879,1.0881,1.091,1.0855,96530,0,1.1104,1.0901
2020.02.25,1.0879,1.0854,1.0891,1.0829,95390,0.25,1.1106,1.0903
2020.02.24,1.0852,1.0841,1.0872,1.0805,80310,0.08,1.1108,1.0906
2020.02.21,1.0843,1.0785,1.0864,1.0783,72950,0.56,1.1111,1.0911
2020.02.20,1.0783,1.0806,1.0821,1.0776,79090,-0.19,1.1114,1.0918
2020.02.19,1.0804,1.0791,1.0812,1.0782,78970,0.12,1.1117,1.0933
2020.02.18,1.0791,1.0838,1.0839,1.0785,79000,-0.4,1.112,1.0946
2020.02.17,1.0834,1.0832,1.0852,1.0821,57610,0.04,1.1123,1.0963
2020.02.14,1.083,1.0841,1.0862,1.0827,71960,-0.09,1.1126,1.0976
2020.02.13,1.084,1.0874,1.089,1.0833,74390,-0.29,1.1129,1.0992
2020.02.12,1.0871,1.0916,1.0927,1.0864,71510,-0.39,1.1132,1.1008
2020.02.11,1.0914,1.0911,1.0926,1.0891,73600,0.05,1.1135,1.1022
2020.02.10,1.0909,1.0951,1.0958,1.0907,75920,-0.31,1.1137,1.1033
2020.02.07,1.0943,1.0983,1.0986,1.0941,69260,-0.34,1.1139,1.1046
2020.02.06,1.098,1.0999,1.1014,1.0964,72550,-0.15,1.1141,1.1057
2020.02.05,1.0997,1.1044,1.1049,1.0993,71870,-0.41,1.1143,1.1065
2020.02.04,1.1042,1.1059,1.1065,1.1033,71230,-0.14,1.1144,1.1073
2020.02.03,1.1058,1.1092,1.1096,1.1035,63800,-0.32,1.1145,1.1076
2020.01.31,1.1093,1.1032,1.1097,1.1016,69730,0.57,1.1146,1.1078
2020.01.30,1.103,1.101,1.104,1.1006,71940,0.19,1.1147,1.1076
2020.01.29,1.1009,1.1022,1.1028,1.0991,66910,-0.1,1.1148,1.1081
2020.01.28,1.102,1.1019,1.1026,1.0998,63240,0.04,1.1149,1.1088
2020.01.27,1.1016,1.1021,1.1039,1.1009,66680,-0.06,1.1151,1.1096
2020.01.24,1.1023,1.1055,1.1063,1.102,56270,-0.26,1.1152,1.1104
2020.01.23,1.1052,1.1092,1.1109,1.1036,51040,-0.35,1.1153,1.1113
2020.01.22,1.1091,1.1084,1.1099,1.107,61010,0.08,1.1154,1.1119
2020.01.21,1.1082,1.1095,1.1119,1.108,59800,-0.11,1.1155,1.1122
2020.01.20,1.1094,1.1092,1.1104,1.1076,48780,0.05,1.1156,1.1126
2020.01.17,1.1088,1.1136,1.1143,1.1085,51680,-0.42,1.1156,1.1129
2020.01.16,1.1135,1.1151,1.1173,1.1128,63960,-0.13,1.1157,1.1134
2020.01.15,1.1149,1.113,1.1164,1.1118,73330,0.2,1.1157,1.1134
2020.01.14,1.1127,1.1135,1.1145,1.1104,75220,-0.05,1.1157,1.1132
2020.01.13,1.1133,1.1125,1.1148,1.1112,64890,0.12,1.1158,1.1133
2020.01.10,1.112,1.1106,1.113,1.1085,63100,0.14,1.1158,1.1133
2020.01.09,1.1105,1.1106,1.1121,1.1092,71070,0.02,1.1158,1.1134
2020.01.08,1.1103,1.1154,1.1169,1.1101,87760,-0.43,1.1159,1.1137
2020.01.07,1.1151,1.1198,1.1198,1.1133,69970,-0.38,1.1159,1.114
2020.01.06,1.1193,1.1168,1.1207,1.1155,58880,0.31,1.1159,1.1139
2020.01.03,1.1158,1.1172,1.1181,1.1125,56620,-0.11,1.1159,1.1134
2020.01.02,1.117,1.1212,1.1227,1.1163,43890,-0.36,1.1159,1.1131
2020.01.01,1.121,1.1213,1.1223,1.1205,780,0,1.1159,1.1127
2019.12.31,1.121,1.1198,1.124,1.1198,43320,0.12,1.1159,1.1118
2019.12.30,1.1197,1.1175,1.1223,1.117,51630,0.2,1.1158,1.1109
2019.12.27,1.1175,1.1097,1.1188,1.1095,51370,0.71,1.1158,1.1099
2019.12.26,1.1096,1.1091,1.111,1.1082,30960,0.05,1.1157,1.1091
2019.12.25,1.109,1.1089,1.1107,1.1073,16740,0.03,1.1158,1.1091
2019.12.24,1.1087,1.1089,1.1095,1.1069,55940,0.01,1.1159,1.1091
2019.12.23,1.1086,1.1081,1.1097,1.1069,48040,0.07,1.1159,1.1091
2019.12.20,1.1078,1.1122,1.1127,1.1065,49590,-0.38,1.116,1.1092
2019.12.19,1.112,1.1113,1.1145,1.1107,53350,0.08,1.1161,1.1093
2019.12.18,1.1111,1.115,1.1156,1.111,54790,-0.34,1.1161,1.1091
2019.12.17,1.1149,1.1143,1.1176,1.1128,58490,0.06,1.1162,1.1088
2019.12.16,1.1142,1.1122,1.1159,1.1122,55190,0.21,1.1162,1.1082
2019.12.13,1.1119,1.1129,1.12,1.1111,81100,-0.08,1.1162,1.1076
2019.12.12,1.1128,1.113,1.1155,1.1102,67590,0,1.1163,1.1071
2019.12.11,1.1128,1.1092,1.1145,1.107,62710,0.32,1.1163,1.1065
2019.12.10,1.1092,1.1063,1.1099,1.1062,59630,0.27,1.1163,1.1059
2019.12.09,1.1062,1.1055,1.1079,1.1052,42700,0.05,1.1164,1.1055
2019.12.06,1.1057,1.1105,1.1111,1.104,47040,-0.41,1.1165,1.1054
2019.12.05,1.1102,1.1079,1.1109,1.1077,53750,0.23,1.1166,1.1054
2019.12.04,1.1076,1.1082,1.1116,1.1066,65260,-0.05,1.1167,1.1049
2019.12.03,1.1081,1.1078,1.1094,1.1065,67150,0.04,1.1168,1.1046
2019.12.02,1.1077,1.1014,1.109,1.1003,62320,0.56,1.1169,1.1043
2019.11.29,1.1015,1.1008,1.1029,1.098,57110,0.07,1.117,1.1039
2019.11.28,1.1007,1.0999,1.1019,1.0999,60180,0.08,1.1171,1.1042
2019.11.27,1.0998,1.102,1.1026,1.0991,61750,-0.18,1.1173,1.1045
2019.11.26,1.1018,1.1014,1.1027,1.1006,60850,0.05,1.1175,1.105
2019.11.25,1.1013,1.1024,1.1033,1.1004,57550,-0.08,1.1176,1.1054
2019.11.22,1.1022,1.1058,1.1086,1.1014,65360,-0.32,1.1178,1.1058
2019.11.21,1.1057,1.1074,1.1098,1.1051,70470,-0.14,1.1179,1.1062
2019.11.20,1.1072,1.1078,1.1083,1.1053,75060,-0.05,1.1181,1.1062
2019.11.19,1.1078,1.1072,1.1085,1.1062,67020,0.07,1.1182,1.1061
2019.11.18,1.107,1.1052,1.1091,1.1048,64200,0.18,1.1183,1.1059
2019.11.15,1.105,1.1021,1.1058,1.1014,65269,0.26,1.1184,1.1058
2019.11.14,1.1021,1.1006,1.1028,1.0989,68060,0.14,1.1185,1.1059
2019.11.13,1.1006,1.101,1.1021,1.0994,64750,-0.01,1.1187,1.1063
2019.11.12,1.1007,1.1033,1.104,1.1002,58970,-0.23,1.1189,1.1069
2019.11.11,1.1032,1.1022,1.1044,1.1016,45860,0.15,1.119,1.1075
2019.11.08,1.1016,1.105,1.1056,1.1016,56670,-0.3,1.1192,1.108
2019.11.07,1.1049,1.1066,1.1092,1.1035,84040,-0.14,1.1194,1.1087
2019.11.06,1.1065,1.1075,1.1094,1.1064,73320,-0.08,1.1195,1.1091
2019.11.05,1.1074,1.1128,1.1141,1.1063,81700,-0.47,1.1197,1.1093
2019.11.04,1.1126,1.1165,1.1176,1.1124,66790,-0.35,1.1198,1.1095
2019.11.01,1.1165,1.1152,1.1172,1.1128,67560,0.13,1.1199,1.1092
2019.10.31,1.115,1.1151,1.1176,1.113,84760,0.02,1.1199,1.1084
2019.10.30,1.1148,1.1112,1.1152,1.1079,71390,0.34,1.1199,1.1078
2019.10.29,1.111,1.1099,1.112,1.1073,56620,0.11,1.12,1.107
2019.10.28,1.1098,1.1082,1.1108,1.1076,49680,0.18,1.1201,1.1066
2019.10.25,1.1078,1.1104,1.1123,1.1072,66880,-0.23,1.1202,1.1063
2019.10.24,1.1104,1.1131,1.1164,1.1092,77930,-0.22,1.1203,1.1061
2019.10.23,1.1129,1.1125,1.1141,1.1106,77540,0.04,1.1204,1.1056
2019.10.22,1.1124,1.115,1.1158,1.1118,77870,-0.22,1.1205,1.1049
2019.10.21,1.1148,1.1143,1.118,1.1137,72460,-0.19,1.1206,1.1041
2019.10.18,1.1169,1.1125,1.1173,1.1114,71330,0.42,1.1206,1.1029
2019.10.17,1.1122,1.1072,1.1141,1.1064,86080,0.47,1.1207,1.1015
2019.10.16,1.107,1.1033,1.1086,1.1021,87180,0.35,1.1207,1.1003
2019.10.15,1.1031,1.1028,1.1047,1.0991,88260,0.03,1.1209,1.0996
2019.10.14,1.1028,1.1044,1.105,1.1013,70530,-0.11,1.1211,1.0993
2019.10.11,1.104,1.1006,1.1063,1.1,92510,0.33,1.1212,1.0989
2019.10.10,1.1004,1.0971,1.1035,1.097,90920,0.32,1.1214,1.0984
2019.10.09,1.0969,1.0956,1.0991,1.0951,74640,0.14,1.1216,1.0982
2019.10.08,1.0954,1.0971,1.0997,1.0941,77640,-0.15,1.1219,1.0983
2019.10.07,1.097,1.0976,1.1001,1.0962,63620,-0.05,1.1221,1.0986
2019.10.04,1.0976,1.0963,1.0999,1.0956,77210,0.11,1.1224,1.0988
2019.10.03,1.0964,1.0959,1.1,1.0941,74960,0.05,1.1226,1.0989
2019.10.02,1.0958,1.0933,1.0964,1.0904,59610,0.26,1.1229,1.0992
2019.10.01,1.093,1.09,1.0943,1.0878,66570,0.29,1.1232,1.0995
2019.09.30,1.0898,1.094,1.0948,1.0884,60670,-0.37,1.1235,1.1002
2019.09.27,1.0938,1.0921,1.096,1.0905,70740,0.16,1.1238,1.1013
2019.09.26,1.0921,1.0942,1.0969,1.0908,77230,-0.18,1.1241,1.1021
2019.09.25,1.0941,1.102,1.1025,1.0937,70800,-0.7,1.1244,1.1031
2019.09.24,1.1018,1.0994,1.1025,1.0983,67680,0.25,1.1247,1.1041
2019.09.23,1.0991,1.1016,1.1027,1.0965,62980,-0.24,1.125,1.1043
2019.09.20,1.1017,1.1042,1.1069,1.0996,66060,-0.21,1.1252,1.1049
2019.09.19,1.104,1.103,1.1075,1.1022,68940,0.1,1.1255,1.1052
2019.09.18,1.1029,1.1073,1.1077,1.1013,68220,-0.38,1.1257,1.1053
2019.09.17,1.1071,1.1,1.1076,1.099,78200,0.65,1.1259,1.1056
2019.09.16,1.1,1.1087,1.1093,1.0993,76330,-0.66,1.1261,1.1054
2019.09.13,1.1073,1.1063,1.111,1.1055,81760,0.11,1.1264,1.106
2019.09.12,1.1061,1.1011,1.1087,1.0927,89750,0.47,1.1266,1.1059
2019.09.11,1.1009,1.1044,1.1056,1.0984,75200,-0.31,1.1268,1.1059
2019.09.10,1.1043,1.1047,1.1061,1.103,72760,-0.03,1.127,1.1064
2019.09.09,1.1046,1.1024,1.1069,1.1015,67880,0.17,1.1273,1.1066
2019.09.06,1.1027,1.1034,1.1057,1.102,84700,-0.05,1.1275,1.1068
2019.09.05,1.1033,1.1037,1.1085,1.1016,91310,0,1.1277,1.1072
2019.09.04,1.1033,1.0974,1.1039,1.0968,94440,0.56,1.128,1.1077
2019.09.03,1.0972,1.097,1.0979,1.0926,94860,0.05,1.1282,1.1081
2019.09.02,1.0966,1.0989,1.1,1.0957,67020,-0.21,1.1285,1.1093
2019.08.30,1.0989,1.1056,1.1062,1.0963,83850,-0.6,1.1289,1.1106
2019.08.29,1.1055,1.1077,1.1092,1.1042,83420,-0.2,1.1292,1.1118
2019.08.28,1.1077,1.1091,1.1099,1.1072,83860,-0.12,1.1294,1.1125
2019.08.27,1.109,1.1103,1.1116,1.1085,84150,-0.09,1.1296,1.113
2019.08.26,1.11,1.1145,1.1166,1.1093,94640,-0.39,1.1298,1.1134
2019.08.23,1.1144,1.1079,1.1154,1.1051,91220,0.6,1.13,1.1138
2019.08.22,1.1078,1.1085,1.1114,1.1063,81700,-0.05,1.1302,1.1137
2019.08.21,1.1083,1.11,1.1108,1.108,79980,-0.14,1.1304,1.1144
2019.08.20,1.1099,1.1079,1.1107,1.1065,82510,0.21,1.1306,1.115
2019.08.19,1.1076,1.1092,1.1114,1.1076,71550,-0.12,1.1308,1.1155
2019.08.16,1.1089,1.1107,1.1114,1.1066,75880,-0.15,1.1311,1.1164
2019.08.15,1.1106,1.1139,1.1159,1.1091,92300,-0.29,1.1313,1.1172
2019.08.14,1.1138,1.1171,1.1192,1.113,91930,-0.28,1.1315,1.1179
2019.08.13,1.1169,1.1214,1.1229,1.117,92350,-0.38,1.1317,1.1183
2019.08.12,1.1212,1.1204,1.1231,1.1162,72490,0.13,1.1318,1.1184
2019.08.09,1.1198,1.118,1.1223,1.1179,89360,0.18,1.1319,1.1181
2019.08.08,1.1178,1.1199,1.1233,1.1177,101840,-0.17,1.1321,1.118
2019.08.07,1.1197,1.1199,1.1243,1.1179,105390,-0.01,1.1322,1.118
2019.08.06,1.1198,1.1203,1.125,1.1168,105460,-0.04,1.1323,1.1178
2019.08.05,1.1202,1.1103,1.1214,1.1103,100410,0.86,1.1325,1.1176
2019.08.02,1.1107,1.1085,1.1118,1.107,97580,0.22,1.1326,1.1173
2019.08.01,1.1083,1.1076,1.1096,1.1027,103820,0.08,1.1328,1.118
2019.07.31,1.1074,1.1155,1.1163,1.1059,84770,-0.71,1.133,1.119
2019.07.30,1.1153,1.1144,1.1162,1.1132,78920,0.08,1.1333,1.1202
2019.07.29,1.1144,1.1127,1.1151,1.1113,64099,0.17,1.1335,1.1208
2019.07.26,1.1125,1.1147,1.1151,1.1112,65450,-0.18,1.1337,1.1214
2019.07.25,1.1145,1.1141,1.1188,1.1101,79250,0.05,1.1339,1.1224
2019.07.24,1.1139,1.1152,1.1159,1.1127,80490,-0.11,1.1341,1.1232
2019.07.23,1.1151,1.121,1.1211,1.1145,75820,-0.51,1.1343,1.1242
2019.07.22,1.1208,1.1218,1.1226,1.1206,66810,-0.11,1.1345,1.1251
2019.07.19,1.122,1.1277,1.1283,1.1203,86560,-0.49,1.1346,1.1256
2019.07.18,1.1275,1.1224,1.1281,1.1205,82740,0.46,1.1347,1.126
2019.07.17,1.1223,1.1211,1.1235,1.12,72840,0.12,1.1348,1.1258
2019.07.16,1.1209,1.1257,1.1264,1.1201,73540,-0.43,1.1349,1.1262
2019.07.15,1.1257,1.1269,1.1285,1.1252,61890,-0.11,1.1351,1.1267
2019.07.12,1.1269,1.1254,1.1276,1.1237,78170,0.15,1.1352,1.1268
